,id,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
48,414865,0.0,f,1,1,Zuid,52.35043,4.84676,Entire home/apt,2,1.0,1.0,5,$110.00,4,30,t,2,2,14,14,8,1,1,4.88,f,0.1,,$55,$440,7%,17%,18%,$4.99,0.038356164383561646,561.5616438356165
49,437757,1.0,t,1,1,De Pijp - Rivierenbuurt,52.35503,4.90516,Entire home/apt,2,1.0,1.0,5,$145.00,3,7,t,0,0,0,2,136,13,1,4.63,f,1.11,,$72.5,$435,7%,16%,18%,$4.99,0.005479452054794521,550.972602739726
50,438089,1.0,f,1,1,De Baarsjes - Oud-West,52.36116,4.86608,Private room,2,1.0,1.0,12,$129.00,4,60,t,2,2,4,160,215,1,1,4.78,t,1.82,,$64.5,$516,7%,18%,14%,$4.99,0.4383561643835616,645.0
51,440992,0.62,f,1,1,Zuid,52.341621,4.849049,Entire home/apt,4,2.0,2.0,9,$200.00,3,60,t,2,2,2,48,116,11,3,4.87,f,0.95,,$50,$600,7%,29%,25%,$4.99,0.13150684931506848,1000.0
52,441424,0.92,f,1,1,Oostelijk Havengebied - Indische Buurt,52.37281,4.94303,Entire home/apt,4,3.0,3.0,6,$150.00,3,30,t,0,1,1,2,34,1,0,4.55,f,0.28,,$37.5,$450,6%,26%,15%,$4.99,0.005479452054794521,751.4383561643835
53,446999,1.0,f,1,1,De Baarsjes - Oud-West,52.35927,4.86529,Private room,2,1.0,1.0,3,$119.00,4,90,t,10,10,12,162,328,0,0,4.77,t,2.79,,$59.5,$476,7%,18%,18%,$4.99,0.4438356164383562,595.0
54,450767,1.0,t,3,3,Centrum-Oost,52.37006,4.90081,Entire home/apt,4,2.0,3.0,10,$284.00,3,1125,t,0,0,1,201,104,27,3,4.63,f,0.88,,$71,$852,11%,21%,25%,$4.99,0.5726744186046512,1386.1918604651162
55,462341,0.89,f,1,1,Centrum-West,52.3739,4.89263,Entire home/apt,2,3.0,2.0,14,$176.00,3,20,t,0,2,10,10,36,5,1,4.97,f,0.42,,$88,$528,7%,21%,20%,$4.99,0.027472527472527472,879.3543956043956
56,503629,,f,1,1,Zuid,52.3543,4.87701,Entire home/apt,5,3.0,3.0,8,$120.00,5,22,t,0,0,0,0,11,0,0,4.82,f,0.1,,$24,$600,6%,19%,20%,$4.99,0.0,600.0
57,505012,0.0,f,2,2,Centrum-Oost,52.36412,4.88757,Entire home/apt,4,3.0,5.0,7,$299.00,3,30,t,1,2,4,160,60,0,0,4.72,f,0.51,,$74.75,$897,14%,27%,35%,$4.99,0.4383561643835616,1495.0
58,505650,0.8200000000000001,f,2,2,Zuid,52.35482,4.87438,Private room,3,2.0,3.0,6,$140.00,3,21,t,0,5,9,228,137,10,2,4.96,f,1.17,,$46.67,$420,5%,19%,19%,$4.99,0.6246575342465753,720.3424657534247
59,508433,1.0,f,1,1,Geuzenveld - Slotermeer,52.37166,4.82951,Entire home/apt,4,2.0,3.0,14,$375.00,3,30,t,6,6,6,6,65,2,1,4.86,f,0.54,,$93.75,$1125,13%,18%,24%,$4.99,0.01643835616438356,1664.7260273972602
60,515749,0.76,f,1,1,Centrum-Oost,52.35902,4.89606,Private room,4,1.0,1.0,12,$165.00,3,365,t,4,4,13,281,195,14,5,4.85,f,1.62,,$41.25,$495,7%,15%,21%,$4.99,0.7698630136986301,825.0
61,515921,0.10999999999999999,f,1,1,Zuid,52.35022,4.8525,Entire home/apt,4,2.0,1.0,4,$165.00,3,30,t,1,4,21,21,79,2,0,4.19,f,0.65,,$41.25,$495,8%,18%,19%,$4.99,0.057534246575342465,797.1917808219179
62,517996,0.04000000000000001,f,1,1,Centrum-West,52.37827,4.88568,Entire home/apt,2,1.0,1.0,14,$410.00,3,1125,t,28,58,88,147,23,0,0,4.67,t,0.19,,$205,$1230,8%,26%,13%,$10.99,0.40273972602739727,1872.3287671232877
63,522471,0.5,f,1,1,Bos en Lommer,52.3774,4.851,Entire home/apt,4,3.0,5.0,8,$180.00,8,25,t,0,10,11,11,24,1,0,4.96,f,0.22,,$45,$1440,7%,14%,17%,$4.99,0.030136986301369864,900.0
64,538723,,f,1,1,Watergraafsmeer,52.354,4.93965,Entire home/apt,4,2.0,2.0,1,$140.00,5,30,t,0,0,0,0,57,0,0,4.84,f,0.47,,$35,$700,6%,14%,15%,$4.99,0.0,700.0
65,556829,0.6900000000000001,f,2,2,Buitenveldert - Zuidas,52.33558,4.86878,Entire home/apt,2,1.0,1.0,14,$148.00,3,1125,t,5,5,5,160,24,4,1,4.68,f,0.2,,$74,$444,7%,12%,20%,$4.99,0.4383561643835616,662.4794520547945
66,568446,0.47000000000000003,f,1,1,Centrum-Oost,52.37079,4.90153,Entire home/apt,2,1.0,2.0,5,$108.00,3,5,t,0,0,0,0,108,5,1,4.82,f,0.91,,$54,$324,6%,13%,21%,$4.99,0.0,539.2465753424658
67,570753,0.35000000000000003,f,1,1,Zuid,52.34904,4.86765,Private room,3,1.0,2.0,1,$75.00,4,30,t,6,8,8,159,372,3,1,4.87,f,3.1,,$25,$300,6%,11%,17%,$4.99,0.43561643835616437,375.0
68,571029,,f,1,1,De Baarsjes - Oud-West,52.3676,4.85976,Entire home/apt,4,2.0,2.0,9,$150.00,3,1124,t,0,0,0,0,10,0,0,4.9,f,0.08,,$37.5,$450,9%,20%,21%,$4.99,0.0,750.0
69,575603,0.3600000000000001,f,3,3,Centrum-Oost,52.36112,4.89462,Entire home/apt,4,4.0,4.0,6,$245.00,5,35,t,0,5,5,5,17,2,0,4.82,f,0.18,,$61.25,$1225,3%,25%,30%,$4.99,0.0136986301369863,1225.0
70,582028,1.0,f,1,1,Slotervaart,52.36021571517094,4.843456508827677,Entire home/apt,3,1.0,1.0,5,$211.00,5,17,t,5,5,5,43,10,0,0,4.8,f,0.09,,$70.33,$1055,8%,15%,24%,$4.99,0.1178082191780822,819.6027397260274
71,582382,0.5800000000000001,f,1,1,Oud-Noord,52.39442,4.91478,Entire home/apt,5,3.0,3.0,2,$170.00,4,14,t,0,0,0,0,20,0,0,4.78,f,0.17,,$34,$680,9%,15%,20%,$4.99,0.0,850.0
72,588020,0.65,f,4,4,Centrum-Oost,52.36918,4.91316,Entire home/apt,6,3.0,6.0,9,$316.00,3,90,t,2,6,11,226,207,31,3,4.49,t,2.32,,$52.67,$948,4%,18%,24%,$4.99,0.6183844011142061,1799.8607242339833
73,590236,0.64,f,1,1,De Baarsjes - Oud-West,52.36809,4.85436,Entire home/apt,2,1.0,1.0,3,$120.00,4,8,t,0,4,4,166,42,2,1,4.85,f,0.36,,$60,$480,6%,17%,19%,$4.99,0.4547945205479452,600.0
74,623123,0.8,f,1,1,De Baarsjes - Oud-West,52.36247,4.86534,Entire home/apt,4,3.0,2.0,10,$450.00,4,14,t,0,2,7,7,21,2,0,4.32,t,0.18,,$112.5,$1800,16%,22%,32%,$10.99,0.019178082191780823,2329.3150684931506
75,627213,0.6699999999999999,f,1,1,Zuid,52.35094,4.88552,Entire home/apt,5,3.0,3.0,10,$100.00,7,30,t,0,0,0,0,14,0,0,5.0,f,0.12,,$20,$700,7%,16%,20%,$4.99,0.0,799.4109589041096
76,633585,0.96,f,1,1,De Pijp - Rivierenbuurt,52.34918,4.89197,Entire home/apt,2,1.0,1.0,5,$125.00,4,61,t,0,0,0,155,87,1,0,4.83,f,0.73,,$62.5,$500,5%,12%,15%,$4.99,0.4246575342465753,625.1095890410959
77,634170,1.0,t,1,1,Westerpark,52.38388,4.86562,Entire home/apt,4,,4.0,3,$109.00,14,1125,t,0,2,2,22,147,3,0,4.88,f,1.24,,$27.25,$1526,7%,12%,16%,$4.99,0.06027397260273973,542.7397260273973
78,653459,1.0,f,1,1,Buitenveldert - Zuidas,52.32237,4.86024,Entire home/apt,4,4.0,5.0,9,$240.00,6,28,t,0,4,7,84,16,2,0,4.94,f,0.27,,$60,$1440,6%,12%,21%,$4.99,0.23013698630136986,1202.6575342465753
79,658063,0.91,f,1,1,De Baarsjes - Oud-West,52.36188,4.87694,Private room,4,1.0,3.0,2,$146.00,3,1125,t,3,6,14,22,117,6,2,4.36,f,1.02,,$36.5,$438,6%,7%,18%,$4.99,0.06027397260273973,757.054794520548
80,660856,0.8300000000000001,f,1,1,Watergraafsmeer,52.3551,4.93262,Entire home/apt,4,4.0,6.0,15,$275.00,7,33,t,1,2,2,2,39,4,0,4.82,f,0.34,,$68.75,$1925,8%,29%,20%,$4.99,0.005479452054794521,1396.2328767123288
81,664697,0.0,f,1,1,Oud-Noord,52.38537,4.90241,Entire home/apt,2,1.0,1.0,8,$87.00,30,180,t,4,34,35,302,63,0,0,4.33,f,0.53,,$43.5,$2610,5%,10%,15%,$4.99,0.8273972602739726,435.0
82,667305,0.92,f,1,1,Noord-West,52.41878,4.89397,Entire home/apt,2,1.0,1.0,5,$146.00,5,120,t,19,37,66,341,20,5,3,5.0,f,0.18,,$73,$730,6%,14%,16%,$4.99,0.9342465753424658,728.4931506849315
83,679838,0.5900000000000001,f,1,1,Centrum-Oost,52.36716,4.90462,Entire home/apt,2,1.0,1.0,14,$395.00,3,10,t,0,0,0,0,52,5,0,4.94,f,0.54,,$197.5,$1185,12%,15%,23%,$4.99,0.0,2195.4383561643835
84,685990,1.0,t,2,2,Geuzenveld - Slotermeer,52.38296,4.83786,Private room,2,1.0,2.0,7,$71.00,4,25,t,4,30,53,328,316,18,5,4.3,t,2.67,,$35.5,$284,5%,6%,15%,$2.99,0.9050279329608939,320.78212290502796
85,689623,0.7300000000000001,f,1,1,Centrum-Oost,52.3737,4.92581,Entire home/apt,2,1.0,1.0,1,$120.00,14,60,t,2,6,7,39,85,3,0,4.73,f,0.77,,$60,$1680,8%,19%,19%,$4.99,0.10684931506849316,600.0
86,702894,,f,2,2,Bos en Lommer,52.37449,4.84762,Entire home/apt,4,2.0,4.0,11,$240.00,5,40,t,0,0,0,0,85,0,0,4.87,f,0.72,,$60,$1200,8%,21%,25%,$4.99,0.0,1200.0
87,705509,,f,2,2,Zuid,52.35315,4.87256,Entire home/apt,2,1.0,1.0,7,$110.00,3,150,t,3,15,28,28,270,12,2,4.53,f,2.39,,$55,$330,7%,14%,18%,$4.99,0.07671232876712329,608.5753424657535
88,708528,0.69,f,1,1,De Pijp - Rivierenbuurt,52.35537,4.89477,Private room,2,1.0,1.0,7,$139.00,3,10,t,1,1,13,13,193,7,3,4.87,f,2.48,,$69.5,$417,7%,15%,17%,$4.99,0.03561643835616438,650.8219178082192
89,719623,0.08000000000000007,f,2,2,Centrum-West,52.38284,4.89007,Entire home/apt,2,1.0,1.0,6,$156.00,4,150,t,0,0,0,155,85,0,0,4.61,f,0.73,,$78,$624,9%,23%,22%,$4.99,0.4246575342465753,780.0
90,728144,0.99,t,0,0,Centrum-Oost,52.36112,4.89632,Entire home/apt,4,2.0,4.0,9,$214.00,3,1125,t,0,0,0,0,127,10,1,4.89,f,1.09,,$53.5,$642,7%,10%,25%,$4.99,0.0,1079.1780821917807
91,729317,1.0,t,0,0,Centrum-Oost,52.36052,4.89568,Private room,2,1.0,1.0,10,$116.00,3,14,t,0,0,0,0,93,9,2,4.68,t,1.48,,$58,$348,5%,13%,17%,$4.99,0.0,557.9589041095891
92,730916,1.0,t,3,3,Westerpark,52.3731,4.86859,Private room,2,1.0,1.0,3,$85.00,3,90,t,10,14,18,234,372,18,4,4.74,f,3.2,,$42.5,$255,6%,12%,16%,$4.99,0.6410958904109589,425.4931506849315
93,733654,,f,0,0,Centrum-Oost,52.37098,4.9227,Entire home/apt,4,2.0,2.0,5,$150.00,5,30,t,0,0,0,0,10,0,0,5.0,f,0.09,,$37.5,$750,8%,15%,19%,$4.99,0.0,750.0
94,740616,,f,2,2,Centrum-Oost,52.36256,4.9108,Private room,1,1.0,1.0,6,$99.00,3,90,t,0,0,0,0,77,0,0,4.8,f,0.66,,$99,$297,5%,13%,16%,$4.99,0.0,495.0
95,741043,1.0,f,3,3,Westerpark,52.37654,4.87003,Entire home/apt,4,3.0,3.0,18,$495.00,2,1125,t,0,2,3,200,45,6,0,4.33,t,0.4,,$123.75,$990,12%,25%,23%,$10.99,1.0,3042.5
96,742160,0.6100000000000001,f,2,2,Centrum-Oost,52.36866,4.92071,Entire home/apt,16,10.0,24.0,28,$886.00,2,60,t,9,9,10,262,113,0,0,4.64,t,0.99,,$55.38,$1772,15%,16%,27%,$10.99,0.3691275167785235,4394.295302013423
97,746067,0.56,f,2,2,Centrum-West,52.38295,4.88726,Entire home/apt,2,1.0,1.0,6,$136.00,3,100,t,0,0,0,0,82,2,0,4.7,f,0.73,,$68,$408,8%,15%,21%,$4.99,0.0,678.7671232876712
98,754020,0.57,f,1,1,De Pijp - Rivierenbuurt,52.34829,4.91047,Entire home/apt,4,2.0,2.0,7,$199.00,5,90,t,0,0,0,60,73,4,2,4.86,f,0.63,,$49.75,$995,9%,21%,20%,$4.99,0.1643835616438356,828.2876712328767
99,754613,0.4099999999999999,t,1,1,Centrum-Oost,52.37266,4.90456,Entire home/apt,4,1.0,3.0,11,$250.00,4,250,t,3,5,13,91,314,51,5,4.93,f,2.77,,$62.5,$1000,10%,19%,19%,$4.99,0.2493150684931507,1355.4794520547946
100,758475,0.0,f,1,1,De Baarsjes - Oud-West,52.36827,4.87107,Entire home/apt,4,1.0,1.0,10,$100.00,6,60,t,0,0,0,0,39,0,0,4.74,f,0.34,,$25,$600,7%,12%,22%,$4.99,0.0,499.86301369863014
101,759060,0.55,f,1,1,Centrum-West,52.36754,4.88733,Entire home/apt,4,1.0,2.0,9,$325.00,3,60,t,0,0,0,0,106,2,0,4.94,f,0.92,,$81.25,$975,12%,24%,24%,$4.99,0.0,2197.958904109589
102,759402,0.0,f,1,1,Centrum-West,52.36652,4.87854,Entire home/apt,2,2.0,2.0,7,$180.00,6,30,t,0,0,0,0,42,0,0,4.9,f,0.41,,$90,$1080,6%,15%,17%,$4.99,0.0,900.0
103,771217,,f,1,1,Zuid,52.34091,4.84802,Entire home/apt,6,4.0,6.0,10,$250.00,3,35,t,0,0,0,0,10,0,0,5.0,f,0.13,,$41.67,$750,11%,13%,37%,$4.99,0.0,1250.0
104,775655,0.9700000000000001,f,0,0,Centrum-Oost,52.37026,4.89931,Private room,2,1.0,1.0,5,$135.00,3,31,t,0,1,1,231,415,6,1,4.61,t,3.57,,$67.5,$405,7%,16%,13%,$4.99,0.6328767123287671,683.8356164383562
105,776288,,f,2,2,Zuid,52.35548,4.87278,Entire home/apt,2,1.0,2.0,1,$121.00,3,150,t,4,12,25,26,257,17,5,4.49,f,2.28,,$60.5,$363,6%,12%,18%,$4.99,0.07123287671232877,660.5890410958904
106,778820,,f,1,1,De Baarsjes - Oud-West,52.35982,4.85635,Entire home/apt,2,1.0,1.0,7,$110.00,3,7,t,0,0,0,0,2,0,0,5.0,t,0.04,,$55,$330,6%,15%,17%,$4.99,0.0,550.0
107,800723,0.0,f,1,1,De Baarsjes - Oud-West,52.36884,4.86127,Entire home/apt,4,2.0,2.0,5,$150.00,4,14,t,0,0,0,2,18,0,0,4.83,f,0.16,,$37.5,$600,7%,17%,17%,$4.99,0.005479452054794521,750.0
108,805330,0.0,f,0,0,De Pijp - Rivierenbuurt,52.34725,4.89341,Entire home/apt,6,2.0,2.0,13,$249.00,4,21,t,0,0,0,11,15,1,1,4.93,f,0.13,,$41.5,$996,12%,16%,17%,$4.99,0.030136986301369864,1275.13698630137
109,816940,0.5900000000000001,f,1,1,Zuid,52.35323,4.85421,Entire home/apt,2,1.0,1.0,11,$200.00,5,7,t,0,8,8,8,61,0,0,4.73,f,0.55,,$100,$1000,10%,23%,18%,$4.99,0.021917808219178082,1000.0
110,818085,0.8799999999999999,t,0,0,Centrum-West,52.3767,4.8919,Private room,2,1.0,1.0,3,$167.00,2,28,t,0,2,19,88,310,62,6,4.83,f,3.12,,$83.5,$334,7%,20%,19%,$4.99,0.0,831.1764705882352
111,818881,0.62,f,1,1,Centrum-Oost,52.36123,4.89619,Entire home/apt,2,1.0,1.0,8,$122.00,7,60,t,2,7,10,169,13,1,0,4.69,f,0.12,,$61,$854,6%,15%,18%,$4.99,0.46301369863013697,698.2739726027397
112,834233,0.64,f,1,1,Centrum-Oost,52.37272,4.90418,Private room,2,1.0,2.0,1,$125.00,3,28,t,0,0,0,140,311,11,4,4.88,f,2.71,,$62.5,$375,7%,16%,18%,$4.99,0.3835616438356164,634.5616438356165
113,835627,0.42000000000000004,f,1,1,Centrum-Oost,52.36899,4.91607,Entire home/apt,4,3.0,3.0,14,$180.00,4,13,t,0,0,0,0,16,2,0,5.0,f,0.14,,$45,$720,7%,20%,18%,$4.99,0.0,900.0
114,847093,0.46,f,1,1,De Baarsjes - Oud-West,52.3607,4.85991,Entire home/apt,4,4.0,5.0,8,$150.00,4,1125,t,0,5,5,5,47,2,0,4.73,f,0.42,,$37.5,$600,7%,18%,18%,$4.99,0.0136986301369863,803.082191780822
115,853645,,f,1,1,De Pijp - Rivierenbuurt,52.35327,4.88703,Entire home/apt,4,3.0,2.0,33,$800.00,30,60,t,0,0,0,0,70,0,0,4.84,t,0.61,,$200,$24000,15%,21%,27%,$10.99,0.0,4000.0
116,854328,1.0,t,3,3,De Baarsjes - Oud-West,52.37262,4.87342,Entire home/apt,4,3.0,3.0,11,$250.00,7,180,t,4,12,26,45,343,14,3,4.82,f,3.07,,$62.5,$1750,7%,19%,29%,$4.99,0.1232876712328767,1496.1780821917807
117,862411,0.0,f,1,1,Centrum-West,52.38139,4.88541,Entire home/apt,2,1.0,1.0,5,$180.00,93,365,t,29,59,89,364,80,0,0,4.9,f,0.71,,$90,$16740,8%,17%,18%,$4.99,0.9972602739726028,900.0
118,874340,1.0,f,3,3,Noord-West,52.42379,4.88851,Private room,2,1.0,2.0,5,$88.00,3,60,t,3,9,17,269,330,1,0,4.57,t,2.98,,$44,$264,7%,10%,17%,$4.99,0.736986301369863,433.1095890410959
119,874688,0.24,f,1,1,Oud-Oost,52.35894,4.91171,Entire home/apt,6,5.0,8.0,15,$359.00,4,360,t,0,5,11,256,28,0,0,4.78,f,0.26,,$59.83,$1436,6%,17%,23%,$4.99,0.7013698630136986,1768.150684931507
120,879986,0.8200000000000001,f,1,1,De Pijp - Rivierenbuurt,52.3418,4.91066,Private room,3,1.0,2.0,7,$109.00,5,1125,t,3,4,7,236,538,25,4,4.71,t,4.74,,$36.33,$545,5%,12%,19%,$4.99,0.6465753424657534,535.9589041095891
121,886192,0.86,f,2,2,Noord-Oost,52.38462,5.01234,Entire home/apt,4,2.0,3.0,10,$105.00,3,1125,t,21,40,55,149,42,3,0,4.68,f,0.43,,$26.25,$315,6%,11%,17%,$4.99,0.40821917808219177,566.0958904109589
