,id,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
784,9444516,0.8,f,1,1,De Baarsjes - Oud-West,52.36757,4.86833,Entire home/apt,2,1.0,1.0,20,$468.00,4,8,t,7,22,37,80,43,9,0,4.41,t,0.73,,$234,$1872,12%,18%,19%,$10.99,0.2191780821917808,2477.054794520548
785,9461010,0.52,f,1,1,Zuid,52.3502,4.88583,Entire home/apt,4,3.0,3.0,7,$199.00,5,7,t,0,4,11,11,26,4,0,4.92,f,0.33,,$49.75,$995,8%,20%,15%,$4.99,0.030136986301369864,995.1232876712329
786,9461142,0.9,f,1,1,Watergraafsmeer,52.34159,4.92606,Entire home/apt,4,3.0,3.0,6,$195.00,3,3,t,0,0,0,155,26,4,3,4.81,f,0.33,,$48.75,$585,7%,20%,23%,$4.99,0.4246575342465753,975.0
787,9490497,0.58,f,1,1,Bos en Lommer,52.37825,4.84685,Entire home/apt,4,2.0,3.0,6,$95.00,5,1125,t,0,0,5,5,37,7,0,4.89,f,0.47,,$23.75,$475,5%,9%,16%,$4.99,0.0136986301369863,648.6027397260274
788,9506709,0.0,f,1,1,Centrum-West,52.37159,4.88023,Entire home/apt,4,3.0,3.0,27,$750.00,3,10,t,11,29,59,278,57,4,0,4.29,t,0.72,,$187.5,$2250,7%,14%,35%,$10.99,0.7616438356164383,3160.3424657534247
789,9509889,0.8500000000000001,t,1,1,Centrum-West,52.37882,4.89387,Private room,4,1.0,3.0,3,$140.00,1,1125,t,10,39,66,156,262,17,3,4.72,f,3.37,,$35,$140,6%,10%,16%,$4.99,0.38461538461538464,1003.75
790,9530785,0.33,f,1,1,Centrum-Oost,52.36188,4.90062,Entire home/apt,4,2.0,2.0,25,$550.00,1,365,t,4,25,36,204,67,7,1,4.63,t,0.89,,$137.5,$550,12%,5%,20%,$10.99,0.4,2156.25
791,9536529,0.46,f,8,8,De Pijp - Rivierenbuurt,52.341003,4.903122,Private room,4,2.0,2.0,9,$206.00,2,365,t,8,16,37,162,36,14,6,4.33,f,0.46,,$51.5,$412,6%,19%,21%,$4.99,0.4438202247191011,1094.9578651685392
792,9538986,1.0,f,2,2,De Baarsjes - Oud-West,52.36625,4.87423,Entire home/apt,2,1.0,1.0,4,$130.00,4,14,t,2,3,3,8,16,0,0,4.92,t,0.21,,$65,$520,8%,15%,16%,$4.99,0.021917808219178082,677.1917808219179
793,9567895,0.67,f,1,1,Bos en Lommer,52.37987,4.86003,Entire home/apt,3,2.0,,1,$110.00,3,1125,t,1,1,1,1,37,1,0,4.89,f,0.47,,$36.67,$330,6%,14%,21%,$4.99,0.0027397260273972603,550.5479452054794
794,9584580,1.0,t,2,2,Centrum-Oost,52.36506,4.90209,Private room,2,1.0,1.0,3,$139.00,3,30,t,2,9,18,49,317,51,7,4.96,t,4.72,,$69.5,$417,6%,8%,16%,$4.99,0.1349862258953168,738.4022038567493
795,9632913,0.6000000000000001,f,0,0,Centrum-Oost,52.36919,4.89745,Private room,2,1.0,1.0,6,$118.00,3,1125,t,2,4,5,247,234,36,4,4.71,t,3.23,,$59,$354,5%,15%,19%,$4.99,0.7116279069767442,686.3023255813954
796,9659173,0.5,f,1,1,Westerpark,52.38443,4.87415,Entire home/apt,2,1.0,1.0,5,$125.00,3,18,t,0,0,0,0,49,1,0,4.98,f,0.63,,$62.5,$375,6%,14%,18%,$4.99,0.0,625.0
797,9673745,,f,1,1,Oud-Noord,52.39661,4.91648,Entire home/apt,4,1.0,2.0,7,$65.00,3,1125,t,0,0,0,0,6,0,0,4.52,f,0.08,,$16.25,$195,5%,11%,15%,$2.99,0.0,325.0
798,9763557,0.58,f,1,1,Westerpark,52.37936,4.87703,Entire home/apt,2,1.0,1.0,10,$145.00,2,10,t,2,2,2,2,52,1,1,5.0,f,0.7,,$72.5,$290,5%,17%,19%,$4.99,0.0,725.0
799,9799012,0.31,f,1,1,De Baarsjes - Oud-West,52.3689,4.85963,Entire home/apt,2,1.0,1.0,11,$150.00,3,30,t,0,0,0,0,22,6,0,4.95,f,0.38,,$75,$450,7%,17%,20%,$4.99,0.0,751.917808219178
800,9808608,0.4700000000000001,f,1,1,De Pijp - Rivierenbuurt,52.3558,4.89727,Entire home/apt,4,2.0,2.0,7,$214.00,4,4,t,6,6,6,154,58,1,0,4.93,f,0.74,,$53.5,$856,8%,14%,25%,$4.99,0.42191780821917807,1308.2191780821918
801,9815325,0.37,f,2,2,De Baarsjes - Oud-West,52.36923,4.86632,Entire home/apt,2,1.0,1.0,9,$235.00,3,28,t,9,21,32,32,15,6,1,4.64,f,0.19,,$117.5,$705,9%,20%,25%,$4.99,0.08767123287671233,1221.876712328767
802,9816257,0.8200000000000001,f,319,319,Zuid,52.33878,4.84729,Private room,2,1.0,1.0,9,$100.00,1,1125,t,2,10,22,158,75,11,0,4.86,t,0.96,,$50,$100,7%,23%,21%,$4.99,0.5236486486486487,500.0
803,9895854,0.0,f,1,1,Centrum-West,52.36652,4.88573,Entire home/apt,2,1.0,1.0,3,$190.00,2,1125,t,0,0,0,43,30,1,0,4.9,f,0.38,,$95,$380,8%,27%,16%,$4.99,0.1346153846153846,1042.2115384615386
804,9903960,0.2600000000000001,f,319,319,Centrum-West,52.37796,4.89173,Private room,2,1.0,1.0,7,$166.00,1,1125,t,0,2,4,118,492,74,2,4.89,t,6.28,,$83,$166,8%,23%,23%,$4.99,1.0,830.0
805,9912550,,f,1,1,De Baarsjes - Oud-West,52.36397,4.86027,Entire home/apt,4,2.0,2.0,11,$232.00,3,1125,t,0,0,0,0,6,0,0,5.0,f,0.13,,$58,$696,7%,17%,19%,$4.99,0.0,1160.6164383561643
806,9921636,0.65,f,1,1,Centrum-West,52.37085,4.88212,Entire home/apt,2,2.0,1.0,4,$220.00,4,1125,t,0,0,0,0,13,3,0,4.83,t,0.18,,$110,$880,8%,20%,22%,$4.99,0.0,1100.0
807,9981383,,f,1,1,De Baarsjes - Oud-West,52.36288,4.85843,Entire home/apt,4,2.0,2.0,8,$205.00,3,5,t,0,0,0,0,24,0,0,4.79,f,0.31,,$51.25,$615,12%,20%,25%,$4.99,0.0,1025.0
808,9983460,,f,1,1,Oud-Oost,52.35767,4.91409,Entire home/apt,4,3.0,3.0,4,$140.00,5,60,t,0,0,0,0,4,0,0,4.75,f,0.05,,$35,$700,6%,16%,19%,$4.99,0.0,700.0
809,9996040,0.8200000000000001,f,1,1,Westerpark,52.38845,4.87881,Entire home/apt,2,1.0,1.0,10,$200.00,3,3,t,2,2,2,154,30,5,1,4.86,f,0.42,,$100,$600,9%,14%,16%,$4.99,0.42191780821917807,1000.0
810,10027284,,f,1,1,Buitenveldert - Zuidas,52.34236,4.8781,Entire home/apt,4,4.0,6.0,12,$250.00,4,1125,t,0,0,0,0,9,0,0,4.78,f,0.12,,$62.5,$1000,13%,15%,29%,$4.99,0.0,1250.0
811,10036864,0.67,f,1,1,IJburg - Zeeburgereiland,52.35503,4.99792,Entire home/apt,4,5.0,6.0,9,$204.00,6,1125,t,0,2,23,102,10,0,0,4.2,f,0.17,,$51,$1224,8%,19%,27%,$4.99,0.27945205479452057,1017.6027397260274
812,10055684,0.56,f,1,1,Oostelijk Havengebied - Indische Buurt,52.3648,4.93265,Entire home/apt,2,1.0,1.0,3,$145.00,4,1125,t,0,0,1,248,48,2,1,4.57,f,0.61,,$72.5,$580,6%,9%,16%,$4.99,0.6794520547945205,725.0
813,10080818,0.67,f,1,1,Watergraafsmeer,52.35421,4.9434,Entire home/apt,4,4.0,5.0,12,$225.00,4,1125,t,0,0,0,0,5,0,0,5.0,f,0.07,,$56.25,$900,9%,19%,14%,$4.99,0.0,1125.0
814,10094980,1.0,t,1,1,Centrum-Oost,52.37074,4.90027,Entire home/apt,4,2.0,2.0,9,$269.00,7,30,t,1,1,1,1,90,10,3,4.63,f,1.17,,$67.25,$1883,7%,27%,24%,$4.99,0.0027397260273972603,1208.8082191780823
815,10101483,1.0,f,1,1,Oud-Oost,52.36472,4.92574,Entire home/apt,2,1.0,1.0,8,$130.00,3,7,t,3,3,3,55,6,6,2,5.0,t,0.52,,$65,$390,7%,16%,16%,$4.99,0.1506849315068493,708.8630136986301
816,10111606,0.61,f,10,10,Zuid,52.34411,4.86253,Entire home/apt,2,1.0,1.0,11,$229.00,1,1125,t,4,23,48,129,34,8,1,4.91,f,0.43,,$114.5,$229,10%,13%,21%,$4.99,0.5526315789473685,1174.0131578947369
817,10119487,0.31999999999999995,f,1,1,De Pijp - Rivierenbuurt,52.35436,4.89204,Private room,2,,1.0,7,$191.00,3,1125,t,0,23,53,328,31,3,3,4.73,t,0.44,,$95.5,$573,6%,22%,19%,$4.99,0.8986301369863013,956.986301369863
818,10121407,1.0,f,1,1,Oud-Oost,52.35852,4.93452,Entire home/apt,4,4.0,3.0,8,$250.00,3,1125,t,0,0,0,0,13,1,1,5.0,f,0.17,,$62.5,$750,11%,18%,29%,$4.99,0.0,1250.0
819,10136640,0.24,f,1,1,De Baarsjes - Oud-West,52.36964,4.86856,Entire home/apt,2,1.0,2.0,17,$375.00,3,1125,t,9,9,11,101,11,1,0,4.89,f,0.19,,$187.5,$1125,12%,20%,19%,$4.99,0.27671232876712326,1850.3424657534247
820,10145992,0.14,f,5,5,Zuid,52.34292,4.84409,Private room,1,1.0,1.0,10,$125.00,3,1125,t,8,10,11,217,3,0,0,4.67,f,0.04,,$125,$375,8%,19%,18%,$4.99,0.5945205479452055,540.068493150685
821,10190247,0.52,f,1,1,Bos en Lommer,52.37667,4.86151,Entire home/apt,4,2.0,3.0,8,$199.00,1,1125,t,0,0,0,0,78,10,0,4.79,f,1.0,,$49.75,$199,7%,15%,17%,$4.99,0.0,868.125
822,10196589,0.79,f,1,1,Centrum-West,52.36711,4.8931,Entire home/apt,3,2.0,3.0,5,$247.00,2,4,t,0,11,11,11,135,0,0,4.84,t,1.73,,$82.33,$494,4%,26%,19%,$4.99,0.6,1340.0
823,10204197,,f,1,1,Bos en Lommer,52.37579,4.84443,Entire home/apt,4,,2.0,5,$149.00,4,30,t,0,0,0,0,30,0,0,4.79,f,0.41,,$37.25,$596,6%,12%,17%,$4.99,0.0,745.0
824,10259094,0.75,f,2,2,Centrum-West,52.37908,4.88982,Private room,2,1.0,1.0,1,$104.00,1,1125,t,0,3,6,57,131,10,3,4.86,t,1.68,,$52,$104,7%,11%,15%,$4.99,0.0,575.0
825,10276899,0.71,t,1,1,Centrum-Oost,52.35898,4.89511,Private room,2,1.0,2.0,10,$183.00,3,30,t,1,7,13,73,139,34,7,4.98,t,3.18,,$91.5,$549,11%,15%,19%,$4.99,0.19667590027700832,962.0775623268698
826,10290215,,f,1,1,De Baarsjes - Oud-West,52.36193,4.86698,Entire home/apt,2,1.0,1.0,6,$149.00,3,14,t,0,0,0,0,3,0,0,5.0,t,0.11,,$74.5,$447,7%,16%,14%,$4.99,0.0,745.0
827,10304861,,f,1,1,Centrum-Oost,52.37046,4.91945,Entire home/apt,2,1.0,1.0,1,$110.00,3,1125,t,0,0,0,0,36,0,0,4.92,f,0.51,,$55,$330,6%,17%,20%,$4.99,0.0,579.8356164383562
828,10320950,0.78,t,2,2,Oud-Oost,52.35683,4.90997,Entire home/apt,6,3.0,6.0,15,$400.00,3,10,t,1,2,5,122,16,2,0,4.24,t,0.22,,$66.67,$1200,8%,6%,32%,$10.99,0.33424657534246577,2000.0
829,10366937,0.64,f,2,2,Centrum-Oost,52.36603,4.89189,Entire home/apt,4,3.0,3.0,20,$414.00,3,360,t,0,6,16,165,218,32,2,4.31,t,2.92,,$103.5,$1242,6%,30%,17%,$10.99,0.4520547945205479,2193.8356164383563
830,10379281,0.9500000000000001,f,1,1,Noord-West,52.42236,4.89511,Entire home/apt,2,1.0,1.0,4,$248.00,4,1125,t,0,0,2,29,31,4,0,4.9,f,0.41,,$124,$992,7%,20%,19%,$4.99,0.07945205479452055,1241.4383561643835
831,10421029,0.09,f,1,1,Centrum-Oost,52.36077,4.88909,Entire home/apt,4,1.0,2.0,8,$172.00,4,30,t,0,0,0,121,35,0,0,4.74,f,0.5,,$43,$688,9%,23%,18%,$4.99,0.3315068493150685,860.0
832,10468991,1.0,f,2,2,IJburg - Zeeburgereiland,52.35155,4.9929,Entire home/apt,4,4.0,4.0,17,$455.00,5,1125,t,0,0,2,58,15,1,0,4.68,f,0.25,,$113.75,$2275,13%,12%,12%,$10.99,0.1589041095890411,2361.958904109589
833,10483201,,f,2,2,Oostelijk Havengebied - Indische Buurt,52.3666,4.93424,Entire home/apt,2,1.0,1.0,7,$150.00,3,1125,t,0,0,0,0,47,6,0,4.98,f,0.6,,$75,$450,7%,23%,15%,$4.99,0.0,750.0
834,10483384,0.8300000000000001,f,1,1,De Baarsjes - Oud-West,52.36426,4.85908,Entire home/apt,4,2.0,2.0,15,$350.00,3,1125,t,0,3,3,3,46,3,1,4.95,f,0.61,,$87.5,$1050,10%,24%,16%,$4.99,0.006389776357827476,1750.0
835,10492761,0.68,t,2,2,Zuid,52.3499,4.85738,Private room,2,1.0,1.0,1,$80.00,2,30,t,2,2,5,112,21,12,1,4.8,f,0.62,,$40,$160,6%,12%,15%,$4.99,0.17204301075268819,280.0
836,10510906,0.46,f,1,1,De Baarsjes - Oud-West,52.35974,4.85972,Entire home/apt,1,1.0,1.0,1,$99.00,3,1125,t,0,0,0,0,14,3,0,4.86,f,0.2,,$99,$297,6%,10%,16%,$4.99,0.0,495.0
837,10512492,0.65,f,2,2,Centrum-West,52.37831,4.88733,Private room,2,,1.0,9,$128.00,3,1125,t,2,2,2,2,279,46,3,4.62,t,3.64,,$64,$384,6%,12%,13%,$4.99,0.005479452054794521,512.3972602739726
838,10522903,0.68,f,2,2,Centrum-West,52.37412,4.88836,Entire home/apt,4,1.0,2.0,4,$140.00,7,7,t,0,0,0,51,95,14,3,4.58,t,1.24,,$35,$980,8%,17%,20%,$4.99,0.13972602739726028,711.6438356164383
839,10538208,0.69,f,2,2,Centrum-West,52.38012,4.88689,Private room,2,1.0,1.0,4,$140.00,3,1125,t,9,9,9,9,244,27,4,4.54,t,3.17,,$70,$420,6%,13%,17%,$4.99,0.024657534246575342,500.93150684931504
840,10549599,0.16,f,0,0,Centrum-Oost,52.37427,4.90485,Entire home/apt,2,1.0,1.0,9,$240.00,10,30,t,14,44,74,335,37,3,0,4.74,f,0.48,,$120,$2400,8%,14%,28%,$4.99,0.9178082191780822,1200.0
841,10569785,0.0,f,3,3,Geuzenveld - Slotermeer,52.38283,4.83621,Private room,2,1.0,1.0,3,$55.00,10,90,t,0,0,0,0,43,0,0,4.16,f,0.58,,$27.5,$550,6%,13%,17%,$2.99,0.0,288.47945205479454
842,10582203,,f,1,1,Oud-Oost,52.35752,4.93545,Entire home/apt,4,4.0,4.0,11,$299.00,7,1125,t,0,0,0,108,23,0,0,4.83,f,0.31,,$74.75,$2093,13%,27%,31%,$4.99,0.2958904109589041,1495.0
843,10582829,,f,1,1,Noord-West,52.413898,4.908188,Entire home/apt,4,4.0,4.0,5,$210.00,7,26,t,0,15,28,28,1,0,0,5.0,f,0.01,,$52.5,$1470,8%,16%,17%,$4.99,0.07671232876712329,1050.0
844,10593371,0.5,f,1,1,Centrum-West,52.37675,4.88453,Entire home/apt,2,1.0,1.0,11,$151.00,3,1125,t,9,16,31,97,74,13,1,4.96,f,0.96,,$75.5,$453,7%,12%,23%,$4.99,0.2664835164835165,742.0879120879121
845,10625213,0.67,f,1,1,De Baarsjes - Oud-West,52.37232,4.86289,Entire home/apt,2,1.0,2.0,3,$140.00,3,1125,t,0,0,0,0,28,3,0,4.71,f,0.36,,$70,$420,6%,15%,20%,$4.99,0.0,700.0
846,10717483,,f,1,1,Centrum-Oost,52.36975,4.92527,Entire home/apt,2,2.0,1.0,4,$95.00,3,1125,t,0,0,0,0,11,0,0,4.83,f,0.16,,$47.5,$285,5%,11%,15%,$4.99,0.0,475.0
847,10799221,,f,1,1,Centrum-West,52.38168,4.88413,Entire home/apt,2,1.0,1.0,9,$140.00,4,1125,t,0,0,0,0,8,0,0,5.0,f,0.12,,$70,$560,5%,15%,17%,$4.99,0.0,882.3561643835617
848,10800247,,f,1,1,Oud-Oost,52.35196,4.91291,Entire home/apt,2,1.0,1.0,8,$168.00,2,1124,t,0,0,0,0,19,0,0,4.94,f,0.27,,$84,$336,8%,20%,24%,$4.99,0.0,875.0
849,10817619,0.45,f,1,1,De Pijp - Rivierenbuurt,52.35277,4.90114,Entire home/apt,2,1.0,1.0,10,$170.00,3,7,t,0,0,0,0,36,4,1,4.89,f,0.47,,$85,$510,9%,24%,20%,$4.99,0.0,850.0
850,10823505,0.5700000000000001,f,1,1,Noord-West,52.40745,4.90396,Entire home/apt,8,4.0,6.0,4,$150.00,5,1125,t,0,3,8,158,21,1,0,4.81,f,0.28,,$18.75,$750,7%,12%,21%,$4.99,0.4328767123287671,775.7534246575342
851,10917343,,f,1,1,De Pijp - Rivierenbuurt,52.34346,4.89507,Entire home/apt,2,1.0,2.0,5,$98.00,4,1125,t,0,0,0,0,59,0,0,4.88,f,0.77,,$49,$392,6%,10%,15%,$4.99,0.0,490.0
852,10936878,,f,1,1,Zuid,52.35715,4.85241,Entire home/apt,3,3.0,3.0,11,$179.00,3,21,t,0,0,0,0,7,0,0,5.0,f,0.12,,$59.67,$537,5%,17%,24%,$4.99,0.0,895.0
853,10944855,,f,1,1,Centrum-Oost,52.37247,4.90561,Entire home/apt,4,2.0,2.0,8,$175.00,4,30,t,0,0,0,0,35,0,0,4.94,t,0.57,,$43.75,$700,9%,18%,16%,$4.99,0.0,1042.9315068493152
854,11000373,1.0,f,1,1,IJburg - Zeeburgereiland,52.35628,4.99844,Entire home/apt,4,4.0,5.0,11,$257.00,4,14,t,0,0,0,45,10,1,0,4.9,f,0.13,,$64.25,$1028,5%,24%,31%,$4.99,0.1232876712328767,1333.5616438356165
855,11035643,0.0,f,1,1,IJburg - Zeeburgereiland,52.36688,4.95835,Private room,2,1.0,2.0,1,$55.00,4,1125,t,0,0,0,5,91,0,0,4.449999999999999,f,1.19,,$27.5,$220,4%,13%,15%,$2.99,0.0136986301369863,275.0
856,11054922,0.0,f,2,2,Centrum-West,52.37102,4.87885,Entire home/apt,4,4.0,4.0,10,$299.00,5,1125,t,0,0,8,160,20,2,1,4.85,f,0.27,,$74.75,$1495,17%,15%,15%,$4.99,0.4383561643835616,1495.0
857,11084718,,f,1,1,Zuid,52.3532,4.87888,Entire home/apt,2,1.0,1.0,3,$100.00,3,1125,t,0,0,0,0,14,0,0,4.62,f,0.19,,$50,$300,6%,22%,15%,$4.99,0.0,500.0
858,11090880,0.98,f,2,2,De Baarsjes - Oud-West,52.37179,4.84972,Private room,4,1.0,2.0,1,$97.00,3,31,t,1,3,4,252,92,5,2,4.48,t,1.24,,$24.25,$291,6%,11%,15%,$4.99,0.6904109589041096,421.3835616438356
859,11098408,1.0,f,1,1,De Aker - Nieuw Sloten,52.34546,4.79649,Private room,1,1.0,1.0,3,$31.00,30,1125,t,0,6,6,217,17,2,0,4.29,t,0.24,,$31,$930,8%,10%,15%,$0.99,0.5945205479452055,261.09589041095893
860,11161348,1.0,t,2,2,Centrum-Oost,52.36399,4.88232,Private room,2,1.0,1.0,7,$143.00,1,1124,t,3,30,60,335,345,61,5,4.87,f,4.59,,$71.5,$143,7%,11%,19%,$4.99,0.9225806451612903,682.2258064516129
861,11161861,1.0,t,2,2,Centrum-Oost,52.36418,4.88261,Private room,2,1.0,1.0,7,$145.00,1,1124,t,7,27,44,319,347,52,5,4.8,f,4.62,,$72.5,$145,6%,8%,18%,$4.99,0.9133333333333333,655.6666666666666
862,11165921,0.87,t,2,2,Centrum-Oost,52.36493,4.88541,Entire home/apt,2,1.0,1.0,7,$132.00,3,30,t,0,0,5,24,538,81,5,4.82,f,7.07,,$66,$396,7%,13%,14%,$4.99,0.06128133704735376,664.066852367688
863,11175840,0.56,f,1,1,De Pijp - Rivierenbuurt,52.34167,4.89479,Entire home/apt,2,1.0,1.0,10,$135.00,3,1125,t,2,11,17,17,27,2,0,4.96,f,0.36,,$67.5,$405,6%,21%,15%,$4.99,0.04657534246575343,744.5068493150685
864,11204463,0.8200000000000001,f,0,0,De Baarsjes - Oud-West,52.36725,4.85219,Private room,2,1.0,1.0,6,$155.00,3,1125,t,8,25,55,55,135,11,0,4.76,f,1.8,,$77.5,$465,8%,10%,18%,$4.99,0.1506849315068493,775.0
865,11217131,0.14,f,1,1,De Pijp - Rivierenbuurt,52.35597,4.88887,Entire home/apt,4,2.0,2.0,10,$300.00,3,30,t,0,0,7,7,18,2,0,5.0,f,0.24,,$75,$900,10%,14%,18%,$4.99,0.019178082191780823,1605.3698630136987
866,11239298,0.74,t,2,2,Centrum-Oost,52.36385,4.88564,Entire home/apt,2,1.0,1.0,4,$136.00,3,30,t,2,2,6,29,465,66,4,4.79,t,6.26,,$68,$408,6%,16%,21%,$4.99,0.084375,689.53125
867,11247862,,f,1,1,Centrum-Oost,52.36685,4.91097,Entire home/apt,6,3.0,6.0,10,$320.00,5,1125,t,0,0,0,0,11,0,0,4.91,t,0.16,,$53.33,$1600,8%,16%,23%,$4.99,0.0,1600.0
868,11306432,0.78,f,1,1,De Pijp - Rivierenbuurt,52.35567,4.89477,Entire home/apt,4,2.0,3.0,11,$275.00,3,7,t,0,0,0,0,22,7,0,4.91,f,0.43,,$68.75,$825,5%,33%,30%,$4.99,0.0,1375.0
869,11317473,0.54,f,1,1,De Pijp - Rivierenbuurt,52.34449,4.89515,Entire home/apt,4,2.0,3.0,13,$361.00,4,1125,t,1,1,4,4,41,5,2,4.88,f,0.55,,$90.25,$1444,9%,24%,26%,$4.99,0.010958904109589041,1703.4246575342465
870,11354028,0.7400000000000001,t,2,2,Centrum-Oost,52.36472,4.90703,Private room,2,1.0,2.0,10,$145.00,3,30,t,0,0,0,35,59,0,0,4.88,t,0.79,,$72.5,$435,5%,16%,23%,$4.99,0.0958904109589041,819.8219178082192
871,11358343,0.92,f,1,1,Watergraafsmeer,52.34199,4.92514,Entire home/apt,3,1.0,1.0,7,$140.00,3,30,t,2,2,2,2,52,4,1,4.85,f,0.69,,$46.67,$420,7%,10%,20%,$4.99,0.005479452054794521,700.0
872,11382530,,f,1,1,IJburg - Zeeburgereiland,52.354,4.99103,Entire home/apt,4,4.0,6.0,8,$195.00,4,21,t,0,0,0,0,10,0,0,4.7,f,0.14,,$48.75,$780,6%,12%,19%,$4.99,0.0,975.0
873,11386080,0.5,f,1,1,Westerpark,52.39022,4.87878,Entire home/apt,2,1.0,1.0,6,$79.00,4,1125,t,0,0,0,0,27,2,0,5.0,f,0.36,,$39.5,$316,7%,12%,15%,$4.99,0.0,454.24657534246575
874,11404636,0.75,f,1,1,Centrum-West,52.38399,4.89329,Entire home/apt,4,3.0,3.0,2,$110.00,3,1125,t,0,0,0,0,60,4,0,4.88,f,0.79,,$27.5,$330,8%,17%,18%,$4.99,0.0,550.0
875,11426523,1.0,f,1,1,Westerpark,52.38181,4.87683,Entire home/apt,2,1.0,1.0,14,$200.00,4,14,t,0,7,7,7,39,2,0,4.82,f,0.51,,$100,$800,7%,16%,15%,$4.99,0.019178082191780823,1007.1232876712329
876,11430214,,f,1,1,De Pijp - Rivierenbuurt,52.35645,4.89079,Entire home/apt,2,1.0,1.0,14,$249.00,3,3,t,0,0,0,0,46,0,0,4.96,t,0.61,,$124.5,$747,8%,23%,26%,$4.99,0.0,1245.0
877,11454092,,f,1,1,Centrum-Oost,52.36332,4.90236,Entire home/apt,2,1.0,1.0,4,$130.00,3,1124,t,0,0,0,0,28,0,0,4.74,f,0.38,,$65,$390,6%,10%,16%,$4.99,0.0,650.0
878,11517922,1.0,f,0,0,Oud-Oost,52.35345,4.91127,Entire home/apt,4,3.0,3.0,6,$200.00,3,24,t,0,0,0,0,8,5,1,5.0,f,0.24,,$50,$600,5%,14%,26%,$4.99,0.0,1011.986301369863
879,11524594,,f,1,1,Oud-Oost,52.3625,4.92492,Entire home/apt,2,1.0,1.0,8,$120.00,3,9,t,0,0,0,0,20,0,0,4.85,f,0.27,,$60,$360,6%,15%,17%,$4.99,0.0,600.0
880,11562257,,f,1,1,Centrum-West,52.37617,4.87846,Entire home/apt,2,1.0,1.0,3,$200.00,4,30,t,0,0,0,0,29,0,0,4.59,t,0.38,,$100,$800,10%,25%,25%,$4.99,0.0,1000.0
881,11597319,,f,1,1,De Baarsjes - Oud-West,52.36385,4.87696,Entire home/apt,2,1.0,1.0,4,$149.00,3,7,t,0,0,0,0,16,0,0,5.0,f,0.22,,$74.5,$447,6%,18%,16%,$4.99,0.0,745.0
882,11600796,0.98,f,1,1,De Baarsjes - Oud-West,52.36665,4.86482,Private room,4,2.0,4.0,7,$200.00,2,14,t,8,8,12,55,191,14,2,4.73,t,2.61,,$50,$400,10%,22%,20%,$4.99,0.16346153846153846,1020.7692307692307
883,11645006,0.25,f,1,1,Zuid,52.36038,4.87904,Entire home/apt,2,1.0,1.0,12,$175.00,12,18,t,0,0,0,174,11,2,0,5.0,f,0.15,,$87.5,$2100,7%,23%,19%,$4.99,0.4767123287671233,875.0
884,11649293,0.8,f,1,1,IJburg - Zeeburgereiland,52.35092,5.00225,Entire home/apt,4,3.0,3.0,6,$180.00,5,1125,t,0,1,4,4,14,0,0,5.0,f,0.19,,$45,$900,7%,20%,22%,$4.99,0.010958904109589041,892.6027397260274
885,11650024,0.6000000000000001,f,1,1,Centrum-Oost,52.36321,4.91804,Private room,2,1.0,1.0,1,$134.00,3,1125,t,3,8,13,91,185,23,9,4.97,f,2.93,,$67,$402,6%,16%,18%,$4.99,0.2493150684931507,664.5890410958904
886,11665821,,f,1,1,De Baarsjes - Oud-West,52.36587,4.86824,Entire home/apt,2,1.0,1.0,5,$131.00,5,1125,t,0,0,0,0,3,0,0,5.0,f,0.04,,$65.5,$655,6%,16%,19%,$4.99,0.0,655.0
887,11689351,0.38,f,1,1,De Pijp - Rivierenbuurt,52.35808,4.88892,Entire home/apt,2,,1.0,7,$171.00,3,1125,t,2,2,2,2,45,3,3,4.69,f,0.62,,$85.5,$513,8%,17%,14%,$4.99,0.005479452054794521,761.2328767123288
888,11694315,,f,1,1,Zuid,52.35367,4.87141,Entire home/apt,5,3.0,3.0,7,$350.00,5,14,t,0,0,0,0,16,0,0,4.94,f,0.21,,$70,$1750,12%,13%,22%,$4.99,0.0,1750.0
889,11711052,0.67,f,1,1,De Baarsjes - Oud-West,52.36152502350385,4.875519523981477,Entire home/apt,4,2.0,2.0,11,$350.00,3,10,t,0,0,0,0,17,1,1,4.88,f,0.23,,$87.5,$1050,8%,21%,21%,$4.99,0.0,1750.0
890,11747373,0.62,f,5,5,Centrum-West,52.37118,4.87697,Entire home/apt,3,1.0,1.0,1,$191.00,3,1125,t,5,27,54,324,106,25,1,4.45,t,1.41,,$63.67,$573,9%,15%,17%,$4.99,0.8873626373626373,1589.0384615384614
891,11764965,,f,1,1,Westerpark,52.38199,4.87227,Entire home/apt,2,1.0,1.0,4,$80.00,15,60,t,0,0,0,0,8,0,0,5.0,f,0.11,,$40,$1200,4%,11%,17%,$4.99,0.0,410.13698630136986
